Date,Model,Branch,Units_Sold,Sales_Person,Body_Builder,Financier,Chassis_Number,Order_Date,Invoice_Date,Buying_Price,Selling_Price,Customer_Name,Customer_Location,Payment_Mode
2003-03-10,Isuzu FVR,Chuka,2,Stacey Bass,TransAfrica,NCBA,JABC028XYZhB,2007-09-16,2024-09-14,5128918,5465577,Alexis Robinson,Powellside,Credit
2001-08-03,Isuzu FVR,Nairobi,2,Joshua Williams,General Body Works,KCB,JABC688XYZAA,2024-08-18,2004-11-15,5585798,4065404,Victoria Gonzalez,North Davidville,Cash
2002-04-02,Isuzu D-MAX,Meru,4,Dana Ortiz,TransAfrica,KCB,JABC515XYZOP,2000-10-13,2025-01-25,5476057,4050177,Angela Wright,Gonzalezmouth,Credit
2010-08-15,Isuzu NQR Xtra,Nairobi,1,Joshua Williams,General Body Works,NCBA,JABC555XYZox,2005-02-08,2005-02-16,5349780,4801626,William Johnson,Serranofurt,Credit
2016-05-12,Isuzu D-MAX,Meru,2,Dana Ortiz,Krystal,Family Bank,JABC418XYZiO,2002-01-29,2008-07-07,3476035,3915969,Christine Nichols,New Kellytown,Credit
2010-09-09,Isuzu FSR,Eldoret,1,Louis Smith,Labh Singh,Family Bank,JABC729XYZgS,2016-04-21,2017-03-08,4890953,4970902,Ryan Kaufman MD,Jordantown,Credit
2003-04-05,Isuzu FVR,Chuka,4,Michael Miller,Labh Singh,Equity Bank,JABC538XYZjB,2005-02-07,2008-08-05,5466730,3652923,Kelly Pena,South Christopher,Cash
2000-01-09,Isuzu FVR,Eldoret,3,Alicia Gutierrez,General Body Works,Co-op Bank,JABC680XYZMX,2025-04-06,2022-08-21,4503289,6100582,Monica Pratt,Mcleanburgh,Cash
2021-01-02,Isuzu FSR,Meru,5,Benjamin Patterson,Labh Singh,Family Bank,JABC514XYZGQ,2022-04-05,2010-09-12,3064591,4556154,Stephen Morrison,West Shawn,Cash
2000-09-19,Isuzu FVR,Mombasa,1,Steven Dixon,Krystal,Equity Bank,JABC564XYZxM,2019-10-10,2001-03-25,2219303,5835846,Christina Lewis,North Tonyport,Cash
2015-08-04,Isuzu FSR,Mombasa,2,Karen Krause,Labh Singh,KCB,JABC326XYZOG,2015-07-01,2017-06-22,4208210,3190519,Brianna Day,Granthaven,Credit
2014-09-09,Isuzu FSR,Mombasa,1,Cindy Ingram,General Body Works,Family Bank,JABC091XYZqQ,2011-04-18,2018-08-14,5281471,5425088,Seth Lee,Wilkersonstad,Credit
2005-10-12,Isuzu FRR90,Chuka,5,Karen Krause,Labh Singh,KCB,JABC083XYZgN,2019-07-06,2004-06-05,5604545,2554450,Samuel Thompson,Watsonton,Credit
2002-03-08,Isuzu D-MAX,Eldoret,3,Nicolas Grant,TransAfrica,Co-op Bank,JABC023XYZmM,2009-02-10,2011-03-16,5575257,3790583,David Benson,West Rebekah,Cash
2000-01-20,Isuzu FVR,Nairobi,3,Shannon Thompson,Rifter,KCB,JABC637XYZFX,2024-08-28,2000-08-12,3394330,3785426,Sharon Reynolds,Ericaborough,Cash
2023-05-06,Isuzu NQR Xtra,Chuka,3,Nicolas Grant,General Body Works,Co-op Bank,JABC597XYZUS,2020-08-22,2022-02-03,5205294,5893359,Suzanne Patterson,Reyesville,Cash
2019-07-23,Isuzu NQR Xtra,Chuka,2,Kristy Moran,General Body Works,NCBA,JABC085XYZMJ,2018-02-26,2025-04-23,3526818,6397373,Meghan Smith,Sarahview,Credit
2008-03-08,Isuzu FVR,Nairobi,5,Steven Dixon,Labh Singh,Family Bank,JABC160XYZWK,2012-06-18,2002-10-15,5731833,4953914,Paul Lawson,South Nicholasland,Cash
2020-11-23,Isuzu D-MAX,Chuka,3,Benjamin Patterson,Labh Singh,NCBA,JABC108XYZiY,2009-01-19,2015-06-15,5855498,5433015,Brian Snyder,Proctorborough,Credit
2007-04-24,Isuzu D-MAX,Mombasa,2,Kristy Moran,General Body Works,NCBA,JABC320XYZjM,2008-01-18,2013-09-17,3846910,3414704,Wanda Wilson,Lake Stephanie,Credit
2024-10-10,Isuzu D-MAX,Mombasa,4,Stacey Bass,General Body Works,KCB,JABC434XYZHA,2014-03-01,2010-09-06,5815600,6077598,Henry Dean,East Jenniferborough,Cash
2024-07-21,Isuzu FSR,Eldoret,2,Louis Smith,TransAfrica,Co-op Bank,JABC690XYZcA,2001-12-15,2021-04-10,4053689,5567175,Anthony Carlson,South Ashleyport,Credit
2015-02-07,Isuzu FRR90,Chuka,4,Kristy Moran,General Body Works,Family Bank,JABC966XYZeo,2018-05-02,2007-12-22,3463723,4141694,Christopher Evans,North Michael,Cash
2016-05-24,Isuzu FRR90,Mombasa,3,Kristy Moran,TransAfrica,KCB,JABC441XYZfS,2001-08-07,2008-07-04,4600588,4318881,Melissa Clark,New Kathleenshire,Credit
2019-01-12,Isuzu FVR,Chuka,5,Stephen Lewis,General Body Works,Co-op Bank,JABC625XYZfL,2010-04-20,2007-08-09,5138260,5246736,Julia Dixon,East Penny,Credit
2016-01-31,Isuzu NQR Xtra,Eldoret,2,Stacey Bass,TransAfrica,Family Bank,JABC780XYZNT,2007-09-01,2016-06-08,4348421,6049315,Heather Thompson,Lake Paul,Credit
2024-09-27,Isuzu D-MAX,Mombasa,4,Alicia Gutierrez,Rifter,Equity Bank,JABC763XYZfp,2014-06-18,2021-02-15,4816988,3874496,Sean Lopez,South Christy,Cash
2002-01-20,Isuzu FSR,Chuka,4,Karen Krause,Labh Singh,KCB,JABC962XYZHy,2016-05-30,2023-03-23,3745402,6035417,Samantha Johnston,Lawrencetown,Cash
2023-01-13,Isuzu FRR90,Nairobi,5,Brittany Rogers,Krystal,NCBA,JABC151XYZzl,2005-02-28,2019-01-22,4526229,2703561,Matthew Hernandez,East Courtney,Cash
2001-09-12,Isuzu NQR Xtra,Chuka,2,Kristy Moran,Rifter,Equity Bank,JABC716XYZyl,2021-11-22,2015-04-23,5929681,5072174,Alan Watson,Port Dana,Credit
2016-08-18,Isuzu NQR Xtra,Nairobi,4,Kristy Moran,TransAfrica,Family Bank,JABC443XYZjC,2013-02-22,2012-04-07,4773365,3670020,Ashley Briggs,Ericport,Credit
2002-10-24,Isuzu NQR Xtra,Nairobi,2,Michael Miller,Rifter,Co-op Bank,JABC587XYZcA,2012-12-18,2019-07-12,4367096,5270284,Amber Esparza,Hansenburgh,Cash
2025-06-02,Isuzu D-MAX,Nairobi,5,Benjamin Patterson,Labh Singh,KCB,JABC490XYZCp,2004-06-10,2015-09-29,3547791,3544146,Melissa Cole,Josephfort,Credit
2008-05-19,Isuzu FVR,Nairobi,4,Kristy Moran,TransAfrica,Family Bank,JABC303XYZTS,2017-12-02,2003-05-14,4292673,3295557,James Jimenez,Davidland,Cash
2022-06-09,Isuzu FVR,Chuka,1,Louis Smith,TransAfrica,NCBA,JABC492XYZEg,2008-04-10,2016-12-21,2227592,3030446,Yesenia Horton,Kevinland,Credit
2016-09-16,Isuzu FRR90,Nairobi,1,Cindy Ingram,Labh Singh,NCBA,JABC386XYZTS,2010-10-09,2023-01-09,5048629,4239346,Joanna Brown,Williamside,Cash
2017-06-13,Isuzu FRR90,Mombasa,2,Shannon Thompson,General Body Works,Co-op Bank,JABC718XYZRe,2002-02-06,2018-10-30,2279127,4360443,Katie Scott,Leebury,Cash
2017-08-17,Isuzu D-MAX,Meru,5,Carol Waters,TransAfrica,NCBA,JABC931XYZUn,2006-04-22,2008-11-13,3654339,4591064,Jennifer Stewart PhD,Barajasshire,Cash
2021-03-13,Isuzu NQR Xtra,Nairobi,1,Shannon Thompson,General Body Works,Equity Bank,JABC619XYZGE,2019-08-19,2022-08-07,4622816,5867483,Sarah Gutierrez,Melanieport,Credit
2012-10-03,Isuzu FSR,Nairobi,1,Karen Krause,Rifter,NCBA,JABC037XYZPw,2024-06-20,2008-07-17,3393845,4691231,Nicholas Young,New Donaldfurt,Credit
2018-04-09,Isuzu FVR,Nairobi,5,Crystal Fleming,Rifter,Equity Bank,JABC332XYZTP,2013-04-19,2021-11-03,2153312,4779757,George Wagner,New Anthonyhaven,Credit
2010-12-22,Isuzu FRR90,Mombasa,5,Crystal Fleming,TransAfrica,Co-op Bank,JABC484XYZPR,2001-06-23,2021-03-21,5393281,6140788,David Wall,Contrerasland,Credit
2025-04-04,Isuzu FSR,Mombasa,1,Derek Reed,TransAfrica,Co-op Bank,JABC860XYZrr,2021-10-31,2001-11-26,3003764,4719344,Virginia Soto,West Christopherburgh,Credit
2012-07-19,Isuzu FVR,Meru,2,Kathleen Pacheco,Labh Singh,Equity Bank,JABC164XYZFr,2006-12-18,2022-08-14,5663721,3920972,Jamie Brooks,Beckyside,Credit
2015-04-13,Isuzu D-MAX,Chuka,1,Kathleen Pacheco,General Body Works,Co-op Bank,JABC171XYZLp,2003-09-22,2003-10-15,3102336,3036022,Abigail Fisher,South Josephberg,Cash
2006-09-12,Isuzu D-MAX,Eldoret,1,Carol Waters,Krystal,Family Bank,JABC515XYZna,2013-04-06,2004-02-10,3017809,6112806,Eric Davis,New Vickishire,Credit
2019-11-04,Isuzu FVR,Meru,4,Louis Smith,Rifter,Co-op Bank,JABC109XYZhb,2006-07-14,2006-10-25,5711803,5381801,Laura Salas,Andrewsside,Cash
2019-11-30,Isuzu FVR,Nairobi,5,Cindy Ingram,General Body Works,NCBA,JABC104XYZLw,2019-06-23,2022-07-07,3580997,4469881,Ronnie Hernandez,South Christopherside,Credit
2013-02-17,Isuzu FVR,Meru,5,Stacey Bass,General Body Works,Equity Bank,JABC917XYZMD,2002-08-16,2013-06-29,4610109,6081637,Lisa Harmon,South Jaime,Credit
2024-10-17,Isuzu FSR,Mombasa,5,Alicia Gutierrez,General Body Works,KCB,JABC274XYZUl,2014-05-26,2008-07-10,4508324,4877681,Hannah Andrade,Jamesport,Credit
2003-01-12,Isuzu NQR Xtra,Mombasa,3,Derek Reed,Labh Singh,Family Bank,JABC499XYZbj,2024-05-06,2007-07-14,2174508,4376369,Shane Logan,Rhodesburgh,Credit
2008-11-21,Isuzu D-MAX,Chuka,1,Joshua Williams,Labh Singh,KCB,JABC029XYZmI,2010-02-19,2013-04-06,3522404,4176390,Amanda Nelson,Clarkberg,Credit
2003-08-05,Isuzu NQR Xtra,Eldoret,5,Michael Miller,General Body Works,Equity Bank,JABC703XYZZn,2022-02-04,2019-10-24,4902600,3715800,Christy Williamson,Erikberg,Credit
2010-02-21,Isuzu FVR,Chuka,2,Nicolas Grant,Krystal,Equity Bank,JABC289XYZrF,2014-12-09,2001-12-24,5868918,5398603,Randall Wilson Jr.,Port Jessica,Cash
2010-09-19,Isuzu FRR90,Chuka,3,Kristy Moran,Krystal,Co-op Bank,JABC094XYZcb,2022-10-12,2022-09-30,5994770,5967879,Gerald Taylor,Thomasland,Credit
2025-01-10,Isuzu D-MAX,Mombasa,5,Shannon Thompson,TransAfrica,KCB,JABC942XYZCZ,2019-09-14,2014-09-05,2177859,3809492,Jose Nguyen,Robertside,Credit
2009-01-30,Isuzu FVR,Mombasa,5,Kristy Moran,General Body Works,Equity Bank,JABC027XYZJK,2013-07-25,2006-09-20,4134187,6343005,Cheryl Neal,Walkerstad,Credit
2013-06-05,Isuzu NQR Xtra,Eldoret,2,Kathleen Pacheco,General Body Works,Equity Bank,JABC940XYZTf,2014-06-12,2006-05-03,4358987,6064956,David Pierce,East Amyport,Credit
2022-05-09,Isuzu FSR,Nairobi,2,Stephen Lewis,Rifter,Equity Bank,JABC349XYZWp,2015-12-10,2008-04-23,4925777,3716958,Carla Villegas,Thomasview,Cash
2020-11-23,Isuzu FSR,Nairobi,5,Crystal Fleming,Labh Singh,KCB,JABC566XYZRR,2018-11-02,2019-08-11,2325243,4046330,Felicia Fuentes,Saraton,Credit
2013-03-29,Isuzu D-MAX,Meru,4,Karen Krause,General Body Works,Co-op Bank,JABC751XYZrH,2004-05-07,2017-09-04,4174552,2891643,Andrew Walter,South Josephview,Cash
2004-11-13,Isuzu FSR,Chuka,5,Joshua Williams,TransAfrica,NCBA,JABC444XYZqn,2021-06-22,2012-05-01,4164189,4738521,Shawn Lloyd,West Maryside,Cash
2019-05-29,Isuzu D-MAX,Eldoret,5,Michael Miller,Rifter,KCB,JABC163XYZic,2010-09-12,2018-06-17,2647982,3138722,Valerie Bishop,Kathryntown,Credit
2011-11-14,Isuzu FVR,Mombasa,4,Crystal Fleming,General Body Works,Equity Bank,JABC877XYZDL,2008-01-01,2024-04-08,4139481,3560670,Emily Day,Richardsonland,Credit
2008-09-22,Isuzu FSR,Eldoret,4,Benjamin Patterson,TransAfrica,NCBA,JABC304XYZww,2011-08-08,2024-03-11,5322867,4526953,Laura Small,Karenborough,Cash
2005-02-24,Isuzu D-MAX,Chuka,5,Louis Smith,Krystal,Family Bank,JABC532XYZHb,2024-04-12,2023-09-13,3761660,6323423,Stephanie Hines,Port Paulfurt,Cash
2018-10-23,Isuzu FRR90,Eldoret,4,Kristy Moran,General Body Works,Co-op Bank,JABC354XYZVs,2011-12-08,2016-07-16,3815870,3354950,Catherine Richardson,Jacksonstad,Credit
2021-07-20,Isuzu FSR,Meru,4,Kristy Moran,General Body Works,NCBA,JABC201XYZXU,2009-10-01,2007-12-19,3891685,4397657,Mrs. Sharon Wang,East Saraland,Cash
2020-04-20,Isuzu NQR Xtra,Nairobi,3,Louis Smith,Krystal,KCB,JABC729XYZeQ,2011-06-17,2025-03-20,5935630,4295330,David Roberts,Richardsonberg,Cash
2017-12-19,Isuzu FVR,Eldoret,4,Nicolas Grant,Rifter,Equity Bank,JABC981XYZFz,2009-10-01,2016-10-16,3236291,4480533,Laura Burton,North Maryfurt,Cash
2007-07-10,Isuzu FRR90,Meru,5,Alicia Gutierrez,TransAfrica,Equity Bank,JABC511XYZiv,2019-01-16,2022-10-15,3772337,4556450,Jason Robinson,Haynesside,Cash
2019-03-28,Isuzu FSR,Mombasa,3,Michael Miller,Labh Singh,KCB,JABC734XYZAt,2024-11-08,2020-06-27,5288332,2763036,Gregory Huffman,Gordonhaven,Credit
2011-10-23,Isuzu FVR,Nairobi,1,Nicolas Grant,Krystal,NCBA,JABC095XYZfT,2006-04-20,2012-09-24,2807771,6090209,Daniel Reed,Martinfurt,Cash
2015-07-15,Isuzu FRR90,Nairobi,4,Crystal Fleming,General Body Works,NCBA,JABC086XYZiG,2025-03-02,2015-09-15,3343967,5552316,Carmen Valencia,Houstonside,Cash
2020-09-10,Isuzu NQR Xtra,Meru,4,Brittany Rogers,TransAfrica,Co-op Bank,JABC476XYZeG,2011-01-01,2021-05-19,2437553,2582836,Jennifer Williams,Stonehaven,Cash
2013-05-29,Isuzu FSR,Eldoret,3,Cindy Ingram,General Body Works,Co-op Bank,JABC758XYZAT,2000-09-03,2012-12-09,5936827,2870600,Faith Wilson,East Stephenmouth,Cash
2024-07-16,Isuzu FVR,Nairobi,3,Stephen Lewis,Rifter,Equity Bank,JABC249XYZgn,2005-12-13,2010-02-24,2885782,5674638,Geoffrey Ellis,Mariaborough,Cash
2014-09-26,Isuzu FVR,Meru,4,Nicolas Grant,TransAfrica,Co-op Bank,JABC577XYZUJ,2022-10-25,2022-11-14,5604164,5547986,David Miller,North Deannaberg,Cash
2016-04-04,Isuzu D-MAX,Meru,1,Benjamin Patterson,General Body Works,Family Bank,JABC728XYZHM,2009-05-10,2005-08-17,3366993,5095508,Nicholas James,East Frank,Credit
2020-01-02,Isuzu NQR Xtra,Eldoret,2,Karen Krause,Krystal,Co-op Bank,JABC495XYZzs,2014-08-15,2006-05-01,2260425,2967128,Gabriela Cardenas,Justinberg,Cash
2021-08-05,Isuzu NQR Xtra,Nairobi,3,Crystal Fleming,Labh Singh,KCB,JABC674XYZvg,2011-11-21,2007-10-29,2771107,3311523,Tabitha Medina,South Aaron,Credit
2023-05-01,Isuzu FVR,Meru,3,Louis Smith,TransAfrica,Co-op Bank,JABC833XYZTJ,2002-06-17,2004-04-10,4131280,5122063,Mrs. Kelsey Vasquez,New Devon,Credit
2005-04-04,Isuzu FSR,Eldoret,5,Dana Ortiz,TransAfrica,KCB,JABC973XYZdS,2019-01-31,2006-01-11,2197004,4169540,Regina Williams,Port Danielle,Credit
2012-04-24,Isuzu NQR Xtra,Chuka,5,Joshua Williams,General Body Works,Equity Bank,JABC374XYZoE,2021-06-30,2012-11-17,5515722,6125598,Isaac Stevens,Martintown,Cash
2020-11-30,Isuzu FVR,Mombasa,2,Cindy Ingram,General Body Works,Family Bank,JABC187XYZPL,2015-07-03,2020-11-21,5871701,2593011,Jesse Walters,Timothyberg,Credit
2000-02-28,Isuzu FSR,Nairobi,5,Stacey Bass,Rifter,Equity Bank,JABC187XYZGQ,2007-04-13,2010-10-04,2168772,5548447,Benjamin White,Sanfordview,Credit
2002-01-03,Isuzu D-MAX,Mombasa,2,Michael Miller,Labh Singh,Equity Bank,JABC280XYZpI,2022-12-06,2001-03-28,5726989,2977483,David Ross,Wilsonland,Cash
2003-12-13,Isuzu FVR,Nairobi,3,Michael Miller,Labh Singh,KCB,JABC119XYZIx,2012-07-18,2007-06-19,3744776,3367121,Mark Parker,West Angelahaven,Credit
2020-10-11,Isuzu FSR,Eldoret,5,Nicolas Grant,Krystal,NCBA,JABC148XYZbI,2024-12-20,2005-11-02,4968855,5385916,John Rhodes,Hugheshaven,Cash
2002-01-06,Isuzu FRR90,Meru,1,Nicolas Grant,General Body Works,Co-op Bank,JABC205XYZpH,2000-07-10,2006-08-01,5592495,3221831,John Santos,Port Chasestad,Credit
2022-04-05,Isuzu FVR,Chuka,3,Nicolas Grant,Krystal,Equity Bank,JABC124XYZsx,2009-08-15,2007-07-25,5403572,4938448,Misty Holt,Melissahaven,Cash
2024-09-01,Isuzu FVR,Nairobi,4,Michael Miller,Krystal,NCBA,JABC450XYZFG,2025-03-11,2014-02-27,5833735,2618463,Sharon Davis,West Bailey,Cash
2012-10-05,Isuzu FSR,Meru,5,Brittany Rogers,Krystal,KCB,JABC258XYZEk,2022-09-09,2007-08-29,3184868,2596663,Adrian Stuart,South Erinville,Cash
2014-05-16,Isuzu FRR90,Meru,4,Nicolas Grant,TransAfrica,KCB,JABC135XYZLW,2011-10-21,2012-06-17,3592383,3914902,Jon Schmidt,West Bradleyburgh,Credit
2011-11-03,Isuzu FSR,Nairobi,5,Alicia Gutierrez,General Body Works,Co-op Bank,JABC751XYZqH,2004-12-23,2009-01-02,2527250,2727342,Benjamin Foley,Nicholasmouth,Cash
2024-10-06,Isuzu FSR,Eldoret,4,Michael Miller,TransAfrica,Family Bank,JABC388XYZLS,2004-02-24,2024-01-12,4484575,3415024,Adam Hess,Port David,Cash
2023-12-22,Isuzu FVR,Nairobi,3,Kristy Moran,Labh Singh,KCB,JABC503XYZlc,2004-09-01,2017-07-11,2542322,4392854,Heather Silva,New Brett,Credit
2022-08-06,Isuzu D-MAX,Mombasa,2,Katie Romero,Krystal,Family Bank,JABC020XYZBn,2011-03-31,2021-01-21,3924202,3498888,Spencer Garcia,North Andrewberg,Cash
2001-08-18,Isuzu D-MAX,Mombasa,2,Dana Ortiz,General Body Works,KCB,JABC280XYZYa,2005-04-24,2000-12-05,4088083,3966236,Erica Stewart,East Joel,Credit
2017-01-21,Isuzu FRR90,Chuka,4,Shannon Thompson,TransAfrica,Equity Bank,JABC005XYZjY,2023-07-25,2016-10-04,3598422,3649844,Thomas Potter DDS,Joefort,Cash
2025-06-20,Isuzu FRR90,Chuka,3,Nicolas Grant,Krystal,Equity Bank,JABC625XYZfO,2015-01-21,2013-12-20,4118660,4282859,Michael Berg,North Timothyshire,Cash
2003-01-11,Isuzu FVR,Mombasa,4,Derek Reed,Rifter,KCB,JABC688XYZma,2022-08-02,2016-09-12,2364175,5716267,Joshua Ortiz,North Melissamouth,Credit
2007-10-29,Isuzu FSR,Nairobi,3,Stephen Lewis,Krystal,KCB,JABC863XYZPy,2017-06-23,2020-02-05,2608122,5621718,Zachary Shaffer,New Monicaport,Cash
2013-08-10,Isuzu FSR,Nairobi,4,Crystal Fleming,Rifter,Equity Bank,JABC645XYZLm,2003-03-21,2003-12-26,2791975,5652858,Christopher Cooper,Port Madison,Cash
2010-10-26,Isuzu FSR,Eldoret,1,Cindy Ingram,General Body Works,NCBA,JABC893XYZvL,2023-10-27,2015-06-08,2137045,5438627,Bryan Glover,Lyonsmouth,Credit
2017-01-01,Isuzu FSR,Eldoret,5,Michael Miller,Labh Singh,Family Bank,JABC577XYZlN,2024-03-25,2005-04-08,4737198,3375750,Gary Glass,New Melissaton,Credit
2017-08-06,Isuzu FVR,Meru,3,Cindy Ingram,Labh Singh,Family Bank,JABC905XYZsv,2003-09-05,2015-05-23,3119702,2802149,Tina Flores,Flynnshire,Credit
2000-03-06,Isuzu FVR,Mombasa,5,Carol Waters,Krystal,KCB,JABC008XYZwZ,2018-11-18,2017-02-09,5839280,4996575,Charles Case,Robertton,Credit
2000-08-22,Isuzu D-MAX,Mombasa,3,Brittany Rogers,General Body Works,KCB,JABC358XYZET,2014-11-25,2018-04-16,4803286,4047371,Matthew Gray,West Nicholasstad,Cash
2000-01-30,Isuzu FVR,Nairobi,4,Joshua Williams,General Body Works,NCBA,JABC090XYZKU,2001-12-15,2020-03-28,5024077,4777322,John Wheeler,South Aprilport,Cash
2012-11-04,Isuzu FVR,Chuka,4,Michael Miller,Rifter,NCBA,JABC868XYZQJ,2002-09-27,2004-10-29,3288549,5909159,Elizabeth Garcia,Johnsonfurt,Cash
2023-12-06,Isuzu NQR Xtra,Nairobi,2,Benjamin Patterson,TransAfrica,KCB,JABC511XYZYz,2023-02-03,2023-05-25,2745254,5272877,Michael Berger,Jensenshire,Credit
2004-10-11,Isuzu D-MAX,Chuka,4,Dana Ortiz,Rifter,NCBA,JABC733XYZZS,2002-03-02,2020-04-19,3316691,4746674,Frederick Carter,Mortonmouth,Cash
2022-09-08,Isuzu NQR Xtra,Nairobi,1,Louis Smith,TransAfrica,Co-op Bank,JABC556XYZuR,2005-03-02,2014-09-06,4786266,4501958,Natalie Meadows DDS,South Stephanie,Cash
2024-08-30,Isuzu FRR90,Mombasa,1,Derek Reed,TransAfrica,Co-op Bank,JABC080XYZTv,2023-07-05,2024-10-07,2148212,3975727,Stephanie Stark,Rodrigueztown,Credit
2007-02-07,Isuzu FRR90,Nairobi,5,Benjamin Patterson,Krystal,NCBA,JABC903XYZop,2003-03-30,2016-05-28,5420710,4277794,Casey Cooper,Torresmouth,Credit
2007-05-24,Isuzu D-MAX,Eldoret,5,Kristy Moran,Rifter,KCB,JABC833XYZqJ,2016-04-27,2016-02-01,3567330,3535324,Sean Cowan,Donside,Credit
2003-09-08,Isuzu D-MAX,Chuka,4,Michael Miller,Rifter,KCB,JABC719XYZPw,2008-12-28,2012-04-13,3330897,6186215,Mr. Kevin Martinez,West Tyrone,Cash
2006-12-17,Isuzu D-MAX,Meru,2,Alicia Gutierrez,General Body Works,Family Bank,JABC610XYZFr,2012-12-08,2023-03-03,5776113,5156623,Tyler Bennett,Troyside,Cash
2014-02-04,Isuzu FSR,Chuka,1,Cindy Ingram,TransAfrica,Co-op Bank,JABC517XYZLU,2000-05-22,2005-03-03,2696608,3375470,Julia Torres,Jaredton,Cash
2021-09-23,Isuzu D-MAX,Meru,4,Kristy Moran,General Body Works,NCBA,JABC583XYZkK,2004-11-05,2006-04-06,2432688,4424396,Robert Miller,Mooreberg,Credit
2017-11-09,Isuzu FRR90,Meru,5,Steven Dixon,Krystal,Family Bank,JABC422XYZUo,2013-02-05,2023-11-03,2117811,3994675,Joy Alvarado,West Crystal,Credit
2003-02-11,Isuzu NQR Xtra,Mombasa,2,Derek Reed,TransAfrica,Equity Bank,JABC626XYZdL,2008-03-04,2018-09-28,3341805,5023655,Jo Munoz MD,Jefferyton,Cash
2011-07-07,Isuzu NQR Xtra,Eldoret,1,Alicia Gutierrez,TransAfrica,Co-op Bank,JABC526XYZqi,2010-10-28,2020-02-16,2497591,6184363,Thomas King,Beanmouth,Cash
2004-12-27,Isuzu D-MAX,Nairobi,4,Joshua Williams,Labh Singh,Co-op Bank,JABC261XYZQF,2012-06-25,2020-12-22,4528153,6353389,Todd Bennett,Lake Brian,Credit
2013-05-22,Isuzu FSR,Meru,2,Katie Romero,Krystal,KCB,JABC790XYZlX,2020-10-11,2009-03-28,5889326,4991079,Erik Miller,Clarkmouth,Credit
2015-01-27,Isuzu D-MAX,Nairobi,2,Benjamin Patterson,General Body Works,Family Bank,JABC908XYZBj,2021-04-04,2022-12-29,5677527,5050258,Laurie Pope,Watsonton,Cash
2020-12-29,Isuzu NQR Xtra,Chuka,1,Shannon Thompson,Rifter,Equity Bank,JABC059XYZvs,2002-12-15,2010-10-05,3382082,5286999,John Martin,New Christopherbury,Cash
2025-01-31,Isuzu D-MAX,Eldoret,5,Cindy Ingram,TransAfrica,Family Bank,JABC540XYZuH,2007-05-29,2020-02-26,4306999,6138381,Carl Rodriguez,Larsenburgh,Cash
2002-04-07,Isuzu FRR90,Eldoret,1,Katie Romero,Labh Singh,Equity Bank,JABC470XYZkg,2021-06-05,2024-09-06,3638316,5903911,Bruce Torres,North Amyton,Credit
2002-09-05,Isuzu FSR,Eldoret,1,Dana Ortiz,Labh Singh,NCBA,JABC082XYZQO,2011-06-04,2008-11-24,2296700,5335674,Dawn Davis,Mathewsport,Credit
2022-09-26,Isuzu FSR,Meru,4,Carol Waters,Krystal,KCB,JABC616XYZSv,2005-09-26,2001-05-01,5407417,4112284,Robert Reed,Lake Evelyn,Credit
2015-06-03,Isuzu D-MAX,Eldoret,4,Kathleen Pacheco,General Body Works,Equity Bank,JABC729XYZqs,2005-07-11,2000-10-31,3971973,4352741,Rachel Middleton,East Andrew,Cash
2000-11-03,Isuzu FRR90,Eldoret,2,Katie Romero,Labh Singh,NCBA,JABC581XYZRh,2015-02-02,2008-11-11,4334583,5145533,Dr. Danielle Jennings,Port Thomas,Cash
2022-03-15,Isuzu FVR,Nairobi,1,Benjamin Patterson,Labh Singh,Equity Bank,JABC821XYZXq,2002-08-26,2017-08-25,2110520,3310950,Joel Parker,Port Anthony,Cash
2014-09-19,Isuzu FSR,Nairobi,1,Cindy Ingram,General Body Works,NCBA,JABC852XYZsH,2022-05-26,2022-03-01,5336304,5212770,Frank Eaton,New Marcus,Credit
2002-11-09,Isuzu NQR Xtra,Chuka,2,Brittany Rogers,General Body Works,Equity Bank,JABC510XYZWi,2002-06-12,2012-09-01,5128253,4304949,Raymond Atkinson,New Travis,Cash
2013-03-16,Isuzu FSR,Mombasa,4,Katie Romero,TransAfrica,Co-op Bank,JABC106XYZYw,2016-07-04,2011-07-03,4143748,6408562,Thomas Dodson,West Michael,Cash
2007-06-19,Isuzu D-MAX,Meru,2,Carol Waters,General Body Works,Family Bank,JABC576XYZrl,2021-06-24,2023-01-14,4166742,4558878,Michelle Jones,North Aliciaburgh,Credit
2010-12-12,Isuzu D-MAX,Eldoret,3,Stephen Lewis,Krystal,Equity Bank,JABC497XYZdy,2014-12-13,2022-04-24,2935424,3976884,Jennifer Lozano,East Kimberly,Credit
2024-12-24,Isuzu FVR,Nairobi,4,Brittany Rogers,Labh Singh,NCBA,JABC473XYZXZ,2008-02-02,2009-05-25,4218394,3510422,David Morales,Port Nicoleshire,Credit
2023-01-23,Isuzu FSR,Mombasa,4,Dana Ortiz,Krystal,Family Bank,JABC775XYZAr,2011-06-12,2024-05-12,5598643,6250681,Kevin Ramirez,East Chasechester,Cash
2004-09-19,Isuzu FRR90,Eldoret,4,Benjamin Patterson,General Body Works,KCB,JABC038XYZHb,2018-03-11,2010-04-02,2770779,3360562,Jorge Pope,Bradleychester,Cash
2015-04-27,Isuzu NQR Xtra,Eldoret,5,Nicolas Grant,TransAfrica,Equity Bank,JABC241XYZAC,2005-08-11,2018-01-27,2318311,5741732,Ryan Rodriguez,Oscarland,Cash
